question_text,question_topic
Both the SamsungGas Range (Internet #205067295) and the GE Adora Gas Range (Internet #206214773) look great! Does either have an automatic oven shut-off function?,Product Comparison
I'm looking at the Logitech (Item # 729357) and the HP (Item # 754291) keyboards. Which has larger keys?,Product Comparison
I'm looking at purchasing the MacAlister (item 32703) or the Chelsea (iitem 29725) boots for my son. Which pair would make him taller as far as the heel goes?,Product Comparison
Would you happen to know the difference between the Ptonto (SKU:  1247444) and the Cuisinart (SKU:  3219623) pizza ovens?,Product Comparison
This Timeless Tulips Happy Birthday is beautiful! Could I possibly also get these in purple?,Product Availability
I'm looking at getting the Cuisinart (Web ID: 14285) or the KitchenAid (Web ID: 849120). Do you know which would take up less space on a counter?,Product Comparison
I'm looking at purchasing the Oxford (STYLE NUMBER: 70855776) or the Morgan (STYLE NUMBER: 2194367) shoes for my son. Which pair would make him taller as far as the heel goes?,Product Comparison
What's the difference in overall size between the Emmerson Reclaimed Wood Dining Bench and the Carroll Bench?,Product Comparison
I'm looking at the Logitech MK320 (Item : 792257) and the Logitech MK520 (Item : 884426). Which has larger keys?,Product Comparison
I'm looking at these two gas range stoves - item numbers are 720093 and 780430. Can you tell me if either of these automatically shut off? I can be forgetful when I'm cooking a delicious meal and want to double check on this!,Product Comparison
"Do you have an email signup that's just for sales? I don't want any of the other marketing stuff, just sales and clearance deals.",Sales/Promotions
I want to get a few different whey protein powders but wanted to ask if you offer discounts when buying in larger quantities?,Sales/Promotions
Could you possibly tell me if the toggle on the cameron street becca pwru5096 is functional  or is it just a decorative thing?,Product Specifications
"If I decide to sign up for your e-mail list, would I receive any automatic discounts? Do you ever advertise upcoming promo sales on your social media sites?",Sales/Promotions
Do you offer discounts for people who leave product reviews?,Sales/Promotions
Is there a Wayfair rewards club I could possibly join?,Sales/Promotions
Do you have any tote bags on sale right now?,Sales/Promotions
"Do you have an email signup that's just for sales? I don't want any of the other marketing stuff, just sales and clearance deals.",Sales/Promotions
"I was wondering: do you have any type of system where I could sign up for text message alerts, giving me promo codes and things like that? If so, that'd be really cool!",Sales/Promotions
"I have a few coupon codes from one of your competitors. Do you ever honor those, or do you only take coupons from your own store? I thought I'd check on that, just in case.",Sales/Promotions
"I was wondering: do you have any type of system where I could sign up for text message alerts, giving me promo codes and things like that? If so, that'd be really cool!",Sales/Promotions
I'm looking at the sweater dress 134014. Would I be able to return it if it didn't fit me? Do you have any other dresses like this one on sale now?,Returns & Refunds
Is there any type of email alert I could sign up for to only receive messages when products I like are available on sale?,Sales/Promotions
"I have a few coupon codes from one of your competitors. Do you ever honor those, or do you only take coupons from your own store? I thought I'd check on that, just in case.",Sales/Promotions
"If I were to buy the Item # mpn2572399, but then it went on sale right afterward, could I possibly get reimbursed the difference in price? That's happened to me a few times in the past, and it's more than a little frustrating!",Sales/Promotions
"Do you offer a version of this tumi bag 2568663 on sale, or cheaper?",Sales/Promotions
Is the go for it dress 3621316 marked down because it's leaving your website or is it just temporarily reduced?,Sales/Promotions
"Do you have some kind of e-mail newsletter I could maybe sign up for? Also, do you have a rewards program I might be able to look into joining?",Sales/Promotions
"I'd like to find a lash primer, but I really don't want to spend more than $15. Do you have anything like that available right now?",Product Availability
"If I sign up for your newsletter, will I receive a discount or promo code as a sign-on bonus?",Sales/Promotions
"I just turned 55 and was wondering: do you offer any discounts to people in that age group? Also, do you have any HP products on sale right now?",Sales/Promotions
I want to get a few different whey protein powders but wanted to ask if you offer discounts when buying in larger quantities?,Sales/Promotions
Could you possibly tell me if the toggle on the Syle No. 93425 is functional  or is it just a decorative thing?,Product Specifications
I want to get a few different whey protein powders but wanted to ask if you offer discounts when buying in larger quantities?,Sales/Promotions
Do you have any current sales on hiking backpack tents?,Sales/Promotions
"If I sign up for your newsletter, will I receive a discount or promo code as a sign-on bonus?",Sales/Promotions
Is there any type of email alert I could sign up for to only receive messages when products I like are available on sale?,Sales/Promotions
"I'd like to find a lash primer, but I really don't want to spend more than $15. Do you have anything like that available right now?",Product Availability
"Do you have an email signup that's just for sales? I don't want any of the other marketing stuff, just sales and clearance deals.",Sales/Promotions
"I just turned 55 and was wondering: do you offer any discounts to people in that age group? Also, do you have any HP products on sale right now?",Sales/Promotions
I want to get a few different whey protein powders but wanted to ask if you offer discounts when buying in larger quantities?,Sales/Promotions
Do you offer discounts for people who review your products after buying them? I was reading about this the other day on some other website and I figured I'd ask.,Sales/Promotions
Do you have any refer-a-friend discounts I could possibly take advantage of? What kind of benefits would I get by creating an account on your website?,Sales/Promotions
"I was wondering: do you have any type of system where I could sign up for text message alerts, giving me promo codes and things like that? If so, that'd be really cool!",Sales/Promotions
I want to get a few different whey protein powders but wanted to ask if you offer discounts when buying in larger quantities?,Sales/Promotions
"I'd like to find a lash primer, but I really don't want to spend more than $15. Do you have anything like that available right now?",Product Availability
"I like the flavormax cartridges, but I'm not real picky about the brand. Do you have anything real similar, but at a lower price than that item?",Product Availability
"if I sign up for your newsletter, will I receive a discount or promo code as a sign-on bonus?",Sales/Promotions
"Do you have an email signup that's just for sales? I don't want any of the other marketing stuff, just sales and clearance deals.",Sales/Promotions
"Does your company offer any type of mailing list, where I could sign up and get regular mailings to my home? I tend to like that over email, which gets lost in the shuffle too often for me.",Sales/Promotions
"If I follow you guys on Instagram or Facebook, do you have any social media exclusive deals I should look out for?",Sales/Promotions
"Do you offer a version of this dress 73513863 on sale, or cheaper?",Sales/Promotions
Do you have any refer-a-friend discounts I could possibly take advantage of? What kind of benefits would I get by creating an account on your website?,Sales/Promotions
I'm looking at the Mix Print long sleeve dress (520884). Would I be able to return it if it didn't fit me? Do you have any other dresses like this one on sale now?,Returns & Refunds
"I was wondering: do you have any type of system where I could sign up for text message alerts, giving me promo codes and things like that? If so, that'd be really cool!",Sales/Promotions
"I saw you have an e-mail newsletter. If I decide to sign up, what kind of perks will I get? Do you have a member rewards program too?",Sales/Promotions
"I saw you have an e-mail newsletter. If I decide to sign up, what kind of perks will I get? Do you have a member rewards program too?",Sales/Promotions
Do you have any sort of special program for return shoppers? I find myself on your site quite a bit and I figured I'd ask. I've dropped some cash with you guys and it'd be nice to join some sort of special program.,Sales/Promotions
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
I love sending fruit baskets to the office. Does this spring fruit basket (93675) happen to have kiwis in it? We love them at my office. I also really like the look of the basketis it included with the purchase?,Product Specifications
"Do you guys sell any plastic shelving with about five tiers, preferably in black? Also, do you have any small storage bins?",Product Availability
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
Does the Cinema SB150 have bluetooth connectivity? What is the frequency response on this?,Product Specifications
"I was wondering if you have any California King beds? Also, do you have any memory foam pillows?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"Im looking at the star bronzer, and was wondering if you carried this in a shimmer rather than the matte neutral. Could you let me know? And then do you have any white waterline eyeliner? Im having a hard time finding it.",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"Could you tell me: how thick is the aluminum used to construct the Better Built Crown Series Chest Tool Box [62060192]? Also, does it have any type of removable storage for smaller items?",Product Specifications
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"Do you have anything like the Crossover Hoop Earrings- style number E11032 SS, but that are  carat total weight? I would also like to find a nice turquoise ring. Would you happen to have anything like that available?",Product Availability
"Do you guys sell any plastic shelving with about five tiers, preferably in black? Also, do you have any small storage bins?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
How long is the strap on the Rampage Whipstitch Hobo- Birch Bag (8892566)? What are the measurements of the bag?,Product Specifications
What's the best way to wash the Treverton Jacquard Wool Blanket (189TF)? What are the dimensions of the blanket?,Product Specifications
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"I was wondering if you have any California King beds? Also, do you have any memory foam pillows?",Product Availability
"Hi can you tell me if this blue flare dress (590534) comes in red? And if not, do you have something similar that is?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"I'm looking for a set of kitchen towels. Do you have anyting in purple? Also, do you have any monogrammable wine glasses?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"Im looking at this bronzer 1511823, and was wondering if you carried this in a shimmer rather than the matte neutral. Could you let me know? And then do you have any white waterline eyeliner? Im having a hard time finding it.",Product Availability
"I have been on the hunt for a navy blue washer/dryer set. Is there any chance the LG washer/dryer (205140182) has that option? Also, do you still carry houseplants? I need one and would rather not have to go to a separate place.",Product Availability
"The Express Kit looks great! Does it happen to come with a car charger? Also, I would love some extra batteries. Does this kit come with any?",Product Specifications
"Do you have any new Tony Robbins books? Also, I wanted to read a book about Nikola Tesla. Do you have any biographies about him?",Product Availability
"I was wondering if you have any California King beds? Also, do you have any memory foam pillows?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
Do you know which boots have a shorter shaft height between these two boots: the Concho Vachetta Boot #110209696 and Hadria Calfskin Boot #94664876 both in a size 39?,Product Comparison
"I was wondering if you have any California King beds? Also, do you have any memory foam pillows?",Product Availability
How long is the strap on the Scarleton crossbody bag (B011VZNHQG)? What are the measurements of the bag?,Product Specifications
"Can you tell me if you sell any women's quarter-zip fleece tops that have thumb-holes cut in? Also, do you have any women's black headbands?",Product Availability
"Hi can you tell me if this black hoodie comes in blue (350451)? And if not, do you have something similar that is?",Product Availability
Do you have any women's leather boots in gray and a size 8? I'm also looking for a pair of moccasins. Do you have any in tan and also an 8?,Product Availability
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
Do you have any leather boots in gray and a size 9W? And do you have any aviator style sunglasses with blue lenses?,Product Availability
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
"Do you have any men's daily probiotics I could look into purchasing? Also, do you have any men's liver cleanse systems?",Product Availability
"Im looking at the The Barest Bronzer, and was wondering if you carried this in a shimmer rather than the matte neutral. Could you let me know? And then do you have any white waterline eyeliner? Im having a hard time finding it.",Product Availability
How long is the strap on the Proenza shoulder bag (197152)? What are the approximate dimensions of the bag?,Product Specifications
"I think I want to get this desk RDBS2277 but wanted to ask you, what's the length and width of the top of the table? How tall off the ground is the desk?",Product Specifications
How long is the strap on the Skip Hop signature shoulder bag (8820600)? What are the measurements of the bag?,Product Specifications
"I have been on the hunt for a navy blue washer/dryer set. Is there any chance this washer set 565989 has that option? Also, do you still carry houseplants? I need one and would rather not have to go to a separate place.",Product Availability
"I was thinking of ordering the The Children's Place Girls' Skater Style Dress (ASIN: B01KVR9ZAC) but wanted to know when I would receive it in Austin, TX if I was to order later today? Do you offer tracking on all your orders?",Shipping
"I was thinking of ordering the WorkPro cabinet (Item # 450092) but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"When would the estimated delivery date be if I was to order the Biochem Sports (SKU #: 015794018414) and have it sent to Atlanta, GA? Do you have a two or three day shipping speed option?",Shipping
"I was thinking of ordering the Fitness dress (Item #: TK500293) but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"If I wanted to ensure I received the Cable Classics Bangle within five business days, which shipping option would you suggest? I'd like to keep shipping costs low, but also need it to get to me within that time frame.",Shipping
"I was thinking of ordering the Splendid Littles dress (SKU 8873748) but wanted to know when I would receive it in Austin, TX if I was to order later today? Do you offer tracking on all your orders?",Shipping
"When do you think I'd get the Wunder Under Hi-Rise Tight if I order today and being shipped to Portland, Maine?",Shipping
"When it comes to the Oscillation Powerbooster, do you know how long it would take to get to me in West Hempstead, NY (Zip: 11552)?",Shipping
"I was thinking of ordering this cabinet, item number 449900 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering the Knitted mini dress, produt code 815096 but wanted to know when I would receive it in Austin, TX if I was to order later today? What expedited shipping options do you have?",Shipping
"I was thinking of ordering the Zoe dress (NMF17_K06PJ ) but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering the CamelBak backpack, item number 8993X but wanted to know when I would receive it in Austin, TX if I was to order later today? Is there an expedited shipping option available for this?",Shipping
"I was thinking of ordering this beautiful crib, 5483441, but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering the GX602 speaker but wanted to know when I would receive it in Austin, TX if I was to order later today? Will I get a tracking number so I could see when it's close to being delivered?",Shipping
"When would I receive the Australian cutting board (Item: 16-2429686) if I order today and it's being shipped to Baltimore, MD?",Shipping
"I was thinking of ordering this cutout dress for my daughter, 116558066, but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"When would the estimated delivery date be if I was to order this creamsicle flavored protein powder, 370028, and have it sent to Atlanta, GA?",Shipping
"When would the estimated delivery date be if I was to order the MusclePharm Combat Powder and have it sent to Atlanta, GA? Do you have a two or three day shipping speed option?",Shipping
"If I'm not in a rush to get it, are there any free shipping options on the Farmhouse breakfast tea, product code 964142X? It would be going to my apartment in Norwalk, CT (Zip: 06851). On another note, could I set it up so that someone had to sign for the package before it got delivered? I wasn't sure how I'd go about that, or if it was even possible.",Shipping
"I was thinking of ordering the Tessa Tiered Lace Dress, item number 5329062 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"For product returns on something like this desk, SEHO9466, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
"I was thinking of ordering the Butterfly double-layer romper, item number 424708 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering the Metropolitan briefcase, style no. 56658 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"If I'm not in a rush to get it, are there any free shipping options on the Express Kit? It would be going to my apartment in Fort Worth, TX (Zip: 76110). On another note, could I set it up so that someone had to sign for the package before it got delivered? I wasn't sure how I'd go about that, or if it was even possible.",Shipping
"I was thinking of ordering the Girls' dress in oversized rainbow gingham, item number  G2758 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I like how the Samsung Galaxy Tab E NOOK looks and I want to order today but when would I receive it if it's being shipped to Santa Fe, NM?",Shipping
"When would the estimated delivery date be if I was to order this protein powder, product code NBT-02117 and have it sent to Atlanta, GA? Do you have a two or three day shipping speed option?",Shipping
"I was thinking of ordering the cobble hill marsala bag, item number pxru6222 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"When would the estimated delivery date be if I was to order the this protein, item number 050874 and have it sent to Atlanta, GA? Do you have a two or three day shipping speed option?",Shipping
"I was thinking of ordering the Sleeveless Cotton Eyelet Dress, item number GD00275 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering the Kiko Futon Sofa- item number 4630906 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering the Hollister Textured Icon Jogger Pants, web item number 145350 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"When would the estimated delivery date be if I was to order the this whey protein, item number OP-1009/1629500 and have it sent to Atlanta, GA?",Shipping
"I have a friend who lives in Anchorage, Alaska, and I'd like to send her the Dewalt Hammer Drill-item number 779396 . Is that considered domestic in terms of shipping? I wasn't sure if regular shipping rates were limited to the lower 48 or not.",Shipping
"When it comes to the Photo Finish Lash Primer item number 1811926, do you know how long it would take to get to me in West Hempstead, NY (Zip: 11552)?",Shipping
"I was thinking of ordering this parka, number 149822 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering this dress, item number 243651 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"When would I receive the Sur La Table Bamboo Carving Board, sku 2081701 if I order today and it's being shipped to Baltimore, MD?",Shipping
"I have a friend who lives in Anchorage, Alaska, and I'd like to send her the Ryobi hammer drill, internet number 206666886. Is that considered domestic in terms of shipping? I wasn't sure if regular shipping rates were limited to the lower 48 or not.",Shipping
"I was thinking of ordering the Girls Gathered Waist Knit Dress, item number 481209AH2 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I like the look of the Braum seats, item number sp14179. Do you have any two-day shipping options for getting that to North Ridgeville, OH (Zip:44039)? And do you know if I'd have to be home to sign for it? I work a lot during the day, so that might not be possible.",Shipping
"When would the estimated delivery date be if I was to order this whey protein, item number SWU891 and have it sent to Atlanta, GA? Do you have a two or three day shipping speed option?",Shipping
"I was thinking of ordering the London Times Oval Mosaic Tile Shift Dress, sku 8904622 but wanted to know when I would receive it in Austin, TX if I was to order later today? Do you offer tracking on all your orders?",Shipping
"I was thinking of ordering the Flynn Crib 057228 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"I was thinking of ordering this evening gown 33140143 but wanted to know when I would receive it in Austin, TX 78720 if I was to order later today?",Shipping
"I was thinking of ordering the Lito Girls 6 White Satin Pearled Tea Length First Communion  but wanted to know when I would receive it in Austin, TX if I was to order later today? Do you offer tracking on all your orders?",Shipping
"Hi can you tell me if the DeWalt Heavy-Duty Worksite Radio Charger #885911056793 comes in a different size? And if not, do you have something similar that is?",Product Availability
"I was thinking of ordering the Crystal Doll Chiffon Overlay Dress #2708278 in a girls size 8 but wanted to know when I would receive it in Austin, TX if I was to order later today?",Shipping
"How long is the strap on the Emerson shoulder bag, it's style # pxru5576?",Product Specifications
"How much will your standard shipping cost to ship a Hook & Albert duffle to Los Angeles, CA 90009? And do you offer free shipping if I spend over a certain amount? I'm just looking at bag # HA-002.",Shipping
"Is there a bulb included on Item Number: 251926, the Tube Top table lamp?",Product Specifications
Could you tell me about how long the Nook GlowLight Plus lasts on a full battery?,Product Specifications
What's the difference in overall size between the Dorcy flashlight #41-2510 and the Industrial flashlight #septls62012dbulk?,Product Comparison
Do you know if the pure micronized creatine Product Code: AMX-12396 is supposed to be taken before or after a workout?,Product Specifications
"Is there a bulb included on the large globe table lamp, it's Item: 2324007?",Product Specifications
I love the navy town and field blazer #TA290298 and I think I'm going to order it but just wanted to ask if this has any interior pockets? I really like having the extra pockets for my wallet and keys.,Product Specifications
"How large are the beads on the tigers eye spiritual beads bracelet in a size small, that's STYLE NUMBER: B15914MSSDTECDS? They look like they might be a bit small, and I want a larger statement piece.",Product Specifications
"Do you know if these creatine tablets, specifically SKU #: 021078001348, are supposed to be taken before or after a workout?",Product Specifications
Do you know if the blue raspberry Con-Cret creatine is supposed to be taken before or after a workout? It's #3419 if you need that.,Product Specifications
"Is there a bulb included on the pulley table lamp, it's Item: 1274760?",Product Specifications
I love the men's blazer  Item #481413AH4 and I think I'm going to order it but just wanted to ask if this has any interior pockets? I really like having the extra pockets for my wallet and keys.,Product Specifications
"How much will your standard shipping cost to ship this pop up soccer goal, which is Item #54199, to Brooklyn, NY 11206? And do you offer free shipping if I spend over a certain amount?",Shipping
"Between the Cole Haan womens coat (Item #130YP) and the Barbour Oak coat (Item #8687A), which is heavier and would keep me warmer?",Product Comparison
"How long is the strap on the Fleming shoulder bag, which is Online Inquiries: NMF17_L6L3U?",Product Specifications
Do you know if the  Platinum Creatine ITEM # : ME-1074/2013803 is supposed to be taken before or after a workout?,Product Specifications
Im interested in the Lotus Youth Preserve Face Cream [ITEM 1488352]. Will this also help with wrinkle reduction?,Product Specifications
"Do you know if the lace-up one piece swimsuit, which is WEB ITEM: 165688, has any UPF protection?",Product Specifications
Im interested in the Radiant Moisture Creme. Will this also help with wrinkle reduction?,Product Specifications
"Is the two handle bathroom faucet  [Internet #206428533] smudge-resistant? Our last stainless stell faucet always looked filthy, so I'd like to avoid that happening again.",Product Specifications
"Is there any manufacturer's warranty included with the Omega electric juicer, it's Item: 16-3812224?",Product Specifications
Do you know if the women's swimsuit  (#646455) has any UPF protection?,Product Specifications
"How long is the strap on the leather shoulder bag, it's Style code: 0400089100297?",Product Specifications
"What's the difference in size between the Renew recliner, which is SKU: PLOU1001, and the Warren relicner, which is SKU: LF2102?",Product Comparison
"Do you know if these creatine capsules, which are Item #987112, are supposed to be taken before or after a workout?",Product Specifications
What's the main difference between the OR300 headphones (JBLOR300BLK) and the Reference 230 ( REF230BG)?,Product Comparison
"How much will your standard shipping cost to ship the UO lace-up boots size 11, which are Product Sku: 40573248, to Brooklyn, NY 11206? And do you offer free shipping if I spend over a certain amount?",Shipping
"Do you know if the creatine capsules, which are Item: SWU734, are supposed to be taken before or after a workout?",Product Specifications
"Im interested in the Imanace tined moisturizer, which is #096018160058. Will this also help with wrinkle reduction?",Product Specifications
How long is the strap on the Small Le Pliage bag (tem: #260923)?,Product Specifications
"How long is the strap on the Harwick messenger bag, it's item E1725?",Product Specifications
"Ive been checking out both the Gardenia Topiary, which is Product Code: 18238, and the Grand Gardenia, which is Product Code: 18053. Could both of these be transplanted when the weather is warmer, or are they just houseplants?",Product Comparison
"What's the difference in overall size between the AYL tactical flashlight, which is ASIN #B00PAES5EO, and the Onson tactcal flashlighth, which is ASIN #B01HDCQ2RM?",Product Comparison
What are the dimensions of the Marled Scarf (228366)?,Product Specifications
Is there any manufacturer's warranty included with the Juicer (2092989)?,Product Specifications
"Is the stainless steel Delta bathroom faucet, which is Item # 793475, smudge-resistant? Our last stainless steel faucet always looked filthy, so I'd like to avoid that happening again.",Product Specifications
Are the Intent Pant (SKU# 3709594) 100% cotton?,Product Specifications
How long is the strap on the solo messenger bag (420318)?,Product Specifications
How long is the strap on the solo messenger bag (568004)?,Product Specifications
"How long is the strap on the Royce shoulder bag, it's Model no. VLSHBZ-BLK?",Product Specifications
"Both these Kimberly Clark Hooded Paint Suits, both Item # mpn1466902629 and Item # mpn1466902628, look great! Do you know if either pair has hooks on the pants that loop onto rain boots, however?",Product Comparison
"Do you know if this cute swimsuit, 153566, has any UPF protection?",Product Specifications
How long is the strap on this shoulder bag 3047277?,Product Specifications
I have a quick question: do either the 10 ten pack bundle or the 7 ten pack bundle come with an extra batteries in the pack?,Product Comparison
"Are these sweaters, 8726719 and 8890061 made with natural materials?",Product Comparison
How long is the strap on this turnlock shoulder bag 36855?,Product Specifications
"Between these two coats 725924 and 731166, which is heavier and would keep me warmer?",Product Comparison
"Hi can you tell me if this oil, 277280, comes in a different size? And if not, do you have something similar that is?",Product Availability
Do you know if this creatine is supposed to be taken before or after a workout?,Product Specifications
"Is there a Brooks Brothers close to Tusclaloosa, AL?",Omnichannel
"Is there a Kohls close to Tusclaloosa, AL?",Omnichannel
"I'm checking out Product Code: 141487. Do you know if there are any limitations on returning an item like that, if that's something I'd need to do in the future? Also, is it quicker to accept store credit rather than a full refund, in general?",Returns & Refunds
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at Item #170NH, but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
"Is there a Pottery Barn store close to Brick, NJ?",Omnichannel
"Is there a Room and Board close to Brick, NJ?",Omnichannel
Do your store locations typically have an aromatherapy section like the one on your website?,Omnichannel
"Is there a Staples close to Tusclaloosa, AL?",Omnichannel
I'm not sure which flavor of protein powder I want to get. Would I be able to order two and try both and then return the one I like less? Do you charge any kind of re-stocking fees on returns?,Returns & Refunds
"When it comes to the 5 TEN-PACKS OF FLAVORMAX CARTRIDGES, how long after buying it would I have to make a possible return on it? And also, do you provide refunds to PayPal cards like you would a credit card, or are there restrictions with that?",Returns & Refunds
"I was wondering if you knew where the closest Sur La Table store was in relation to St. Paul, Minnesota?",Omnichannel
"I'd like to check out item 1820430 in person before I buy it. Could you tell me if the store on Cleveland Avenue in Fort Meyers, FL has it in stock or on display?",Omnichannel
Do you know if I'd be able to reserve items on your website to be picked up at my local Lane Bryant store?,Omnichannel
"Is there a Neiman Marcus close to Tusclaloosa, AL?",Omnichannel
"Is there a Gap close to Tusclaloosa, AL?",Omnichannel
"I know you have the Labyrinth hoop earrings available online. Do you know if the price is the same at your store on New Bond St. in Columbus, OH?",Omnichannel
"I'd like to check out the Blush Subtil Palette Face Sculpting & Illuminating All in One Contour in person before I buy it. Could you tell me if the store on Cleveland Avenue in Fort Meyers, FL has it in stock or on display?",Omnichannel
I'm not sure which flavor of protein powder I want to get. Would I be able to order two and try both and then return the one I like less? Do you charge any kind of re-stocking fees on returns?,Returns & Refunds
"Is there a West Elm store close to Brick, NJ?",Omnichannel
"Say I were to buy the Sondpex digital media receiver #mpn2851606357, but then wanted to return it. Would I need to provide a reason for the return, or would you pretty much accept it no matter what? And with exchanges, do you reimburse the difference if the second item is cheaper than than what I'd be exchanging? I was wondering how that works.",Returns & Refunds
"I was wondering if you knew where the closest Williams-Sonoma store was in relation to St. Paul, Minnesota?",Omnichannel
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at this swimsuit, 8864832, but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
"Is there a Macys close to Tusclaloosa, AL?",Omnichannel
"Is there a Nordstrom close to Tusclaloosa, AL",Omnichannel
"Is there a JCrew close to Tusclaloosa, AL?",Omnichannel
"Is there an LL Bean close to Tusclaloosa, AL?",Omnichannel
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at the Tenworld T-Shirt Mini Dress ASIN:B01EN4KVOI, but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
"Is there an Abercrombie close to Tusclaloosa, AL?",Omnichannel
I'm not sure which flavor of protein powder I want to get. Would I be able to order two and try both and then return the one I like less? Do you charge any kind of re-stocking fees on returns?,Returns & Refunds
"I'm not sure if you can answer this, but do you know if your store on East First St in Vidalia, GA has free parking out front?",Omnichannel
"Do you offer email tracking on items that are returned? I've had some issues with other companies when it comes to things getting lost during the return process and just want to make sure I'm in the loop. Will I get any sort of email alert when the refund is processed back onto a credit card? I'm looking at the Ladies Scoop Neck Long Sleeves Lace Mini Skater Dress, size small, but I can be entirely sure it's right for me until I actually get it.",Returns & Refunds
I'm not sure which flavor of protein powder I want to get. Would I be able to order two and try both and then return the one I like less? Do you charge any kind of re-stocking fees on returns?,Returns & Refunds
"Is there an Office Depot close to Tusclaloosa, AL?",Omnichannel
"Where's the closest Lululemon store location in relation to Milwaukee, WI?",Omnichannel
"Is there a Lands End close to Tusclaloosa, AL?",Omnichannel
"Is there a Saks Fifth Avenue close to Tusclaloosa, AL?",Omnichannel
"Is there any restocking fee or processing fee I'd have to worry about if I get this rug, ANDO1417, and have to return it for some reason? Do you usually include all the return shipping info in your orders?",Returns & Refunds
